Index,Filename,Path,Emotion
0,SN001Y_AngerDescribed_TrailNo_1011.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1011.jpg,anger
1,SN001Y_AngerDescribed_TrailNo_1012.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1012.jpg,anger
2,SN001Y_AngerDescribed_TrailNo_1013.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1013.jpg,anger
3,SN001Y_AngerDescribed_TrailNo_1014.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1014.jpg,anger
4,SN001Y_AngerDescribed_TrailNo_1015.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1015.jpg,anger
5,SN001Y_AngerDescribed_TrailNo_1016.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1016.jpg,anger
6,SN001Y_AngerDescribed_TrailNo_1017.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1017.jpg,anger
7,SN001Y_AngerDescribed_TrailNo_1018.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1018.jpg,anger
8,SN001Y_AngerDescribed_TrailNo_1019.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1019.jpg,anger
9,SN001Y_AngerDescribed_TrailNo_1020.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1020.jpg,anger
10,SN001Y_AngerDescribed_TrailNo_1021.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1021.jpg,anger
11,SN001Y_AngerDescribed_TrailNo_1022.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1022.jpg,anger
12,SN001Y_AngerDescribed_TrailNo_1023.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1023.jpg,anger
13,SN001Y_AngerDescribed_TrailNo_1024.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1024.jpg,anger
14,SN001Y_AngerDescribed_TrailNo_1025.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1025.jpg,anger
15,SN001Y_AngerDescribed_TrailNo_1026.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1026.jpg,anger
16,SN001Y_AngerDescribed_TrailNo_1027.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1027.jpg,anger
17,SN001Y_AngerDescribed_TrailNo_1028.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1028.jpg,anger
18,SN001Y_AngerDescribed_TrailNo_1029.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1029.jpg,anger
19,SN001Y_AngerDescribed_TrailNo_1030.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1030.jpg,anger
20,SN001Y_AngerDescribed_TrailNo_1031.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1031.jpg,anger
21,SN001Y_AngerDescribed_TrailNo_1032.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1032.jpg,anger
22,SN001Y_AngerDescribed_TrailNo_1033.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1033.jpg,anger
23,SN001Y_AngerDescribed_TrailNo_1034.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1034.jpg,anger
24,SN001Y_AngerDescribed_TrailNo_1035.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1035.jpg,anger
25,SN001Y_AngerDescribed_TrailNo_1036.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1036.jpg,anger
26,SN001Y_AngerDescribed_TrailNo_1037.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1037.jpg,anger
27,SN001Y_AngerDescribed_TrailNo_1038.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1038.jpg,anger
28,SN001Y_AngerDescribed_TrailNo_1039.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1039.jpg,anger
29,SN001Y_AngerDescribed_TrailNo_1040.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1040.jpg,anger
30,SN001Y_AngerDescribed_TrailNo_1041.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1041.jpg,anger
31,SN001Y_AngerDescribed_TrailNo_1042.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1042.jpg,anger
32,SN001Y_AngerDescribed_TrailNo_1043.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1043.jpg,anger
33,SN001Y_AngerDescribed_TrailNo_1044.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1044.jpg,anger
34,SN001Y_AngerDescribed_TrailNo_1045.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1045.jpg,anger
35,SN001Y_AngerDescribed_TrailNo_1046.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1046.jpg,anger
36,SN001Y_AngerDescribed_TrailNo_1047.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1047.jpg,anger
37,SN001Y_AngerDescribed_TrailNo_1048.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1048.jpg,anger
38,SN001Y_AngerDescribed_TrailNo_1049.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1049.jpg,anger
39,SN001Y_AngerDescribed_TrailNo_1050.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1050.jpg,anger
40,SN001Y_AngerDescribed_TrailNo_1051.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1051.jpg,anger
41,SN001Y_AngerDescribed_TrailNo_1052.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1052.jpg,anger
42,SN001Y_AngerDescribed_TrailNo_1053.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1053.jpg,anger
43,SN001Y_AngerDescribed_TrailNo_1054.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1054.jpg,anger
44,SN001Y_AngerDescribed_TrailNo_1055.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1055.jpg,anger
45,SN001Y_AngerDescribed_TrailNo_1056.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1056.jpg,anger
46,SN001Y_AngerDescribed_TrailNo_1057.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1057.jpg,anger
47,SN001Y_AngerDescribed_TrailNo_1058.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1058.jpg,anger
48,SN001Y_AngerDescribed_TrailNo_1059.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1059.jpg,anger
49,SN001Z_AngerText_TrailNo_1016.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1016.jpg,anger
50,SN001Z_AngerText_TrailNo_1017.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1017.jpg,anger
51,SN001Z_AngerText_TrailNo_1018.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1018.jpg,anger
52,SN001Z_AngerText_TrailNo_1019.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1019.jpg,anger
53,SN001Z_AngerText_TrailNo_1020.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1020.jpg,anger
54,SN001Z_AngerText_TrailNo_1021.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1021.jpg,anger
55,SN001Z_AngerText_TrailNo_1022.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1022.jpg,anger
56,SN001Z_AngerText_TrailNo_1023.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1023.jpg,anger
57,SN001Z_AngerText_TrailNo_1024.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1024.jpg,anger
58,SN001Z_AngerText_TrailNo_1025.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1025.jpg,anger
59,SN001Z_AngerText_TrailNo_1026.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1026.jpg,anger
60,SN001Z_AngerText_TrailNo_1027.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1027.jpg,anger
61,SN001Z_AngerText_TrailNo_1028.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1028.jpg,anger
62,SN001Z_AngerText_TrailNo_1029.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1029.jpg,anger
63,SN001Z_AngerText_TrailNo_1030.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1030.jpg,anger
64,SN001Z_AngerText_TrailNo_1031.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1031.jpg,anger
65,SN001Z_AngerText_TrailNo_1032.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1032.jpg,anger
66,SN001Z_AngerText_TrailNo_1033.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1033.jpg,anger
67,SN001Z_AngerText_TrailNo_1034.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1034.jpg,anger
68,SN001Z_AngerText_TrailNo_1035.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1035.jpg,anger
69,SN001Z_AngerText_TrailNo_1036.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1036.jpg,anger
70,SN001Z_AngerText_TrailNo_1037.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1037.jpg,anger
71,SN001Z_AngerText_TrailNo_1038.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1038.jpg,anger
72,SN001Z_AngerText_TrailNo_1039.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1039.jpg,anger
73,SN001Z_AngerText_TrailNo_1040.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1040.jpg,anger
74,SN001Z_AngerText_TrailNo_1041.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1041.jpg,anger
75,SN001Z_AngerText_TrailNo_1042.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1042.jpg,anger
76,SN001Z_AngerText_TrailNo_1043.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1043.jpg,anger
77,SN001Z_AngerText_TrailNo_1044.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1044.jpg,anger
78,SN001Z_AngerText_TrailNo_1045.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1045.jpg,anger
79,SN001Z_AngerText_TrailNo_1046.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1046.jpg,anger
80,SN001Z_AngerText_TrailNo_1047.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1047.jpg,anger
81,SN001Z_AngerText_TrailNo_1048.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1048.jpg,anger
82,SN001Z_AngerText_TrailNo_1049.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1049.jpg,anger
83,SN001Z_AngerText_TrailNo_1050.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1050.jpg,anger
84,SN001Z_AngerText_TrailNo_1051.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1051.jpg,anger
85,SN001Z_AngerText_TrailNo_1052.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1052.jpg,anger
86,SN001Z_AngerText_TrailNo_1053.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1053.jpg,anger
87,SN001Z_AngerText_TrailNo_1054.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1054.jpg,anger
88,SN001Z_AngerText_TrailNo_1055.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1055.jpg,anger
89,SN001Z_AngerText_TrailNo_1056.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1056.jpg,anger
90,SN001Z_AngerText_TrailNo_1057.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1057.jpg,anger
91,SN001Z_AngerText_TrailNo_1058.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1058.jpg,anger
92,SN001Z_AngerText_TrailNo_1059.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1059.jpg,anger
93,SN001Z_AngerText_TrailNo_1060.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1060.jpg,anger
94,SN001Z_AngerText_TrailNo_1061.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1061.jpg,anger
95,SN001Z_AngerText_TrailNo_1062.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1062.jpg,anger
96,SN001Z_AngerText_TrailNo_1063.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1063.jpg,anger
97,SN001Z_AngerText_TrailNo_1064.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1064.jpg,anger
98,SN001Z_AngerText_TrailNo_1065.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1065.jpg,anger
99,SN001Z_AngerText_TrailNo_1066.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1066.jpg,anger
100,SN001Z_AngerText_TrailNo_1067.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1067.jpg,anger
101,SN001Z_AngerText_TrailNo_1068.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1068.jpg,anger
102,SN001Z_AngerText_TrailNo_1069.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1069.jpg,anger
103,SN001Z_AngerText_TrailNo_1070.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1070.jpg,anger
