,Unnamed: 0,Filename,Path,Emotion
139,139,AF01AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF01AFS.JPG,Fear
140,140,AF02AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF02AFS.JPG,Fear
141,141,AF03AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF03AFS.JPG,Fear
142,142,AF04AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF04AFS.JPG,Fear
143,143,AF05AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF05AFS.JPG,Fear
144,144,AF06AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF06AFS.JPG,Fear
145,145,AF08AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF08AFS.JPG,Fear
146,146,AF09AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF09AFS.JPG,Fear
147,147,AF10AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF10AFS.JPG,Fear
148,148,AF11AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF11AFS.JPG,Fear
149,149,AF12AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF12AFS.JPG,Fear
150,150,AF13AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF13AFS.JPG,Fear
151,151,AF14AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF14AFS.JPG,Fear
152,152,AF15AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF15AFS.JPG,Fear
153,153,AF16AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF16AFS.JPG,Fear
154,154,AF17AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF17AFS.JPG,Fear
155,155,AF18AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF18AFS.JPG,Fear
156,156,AF19AFS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Fear/AF19AFS.JPG,Fear
