,Unnamed: 0,Filename,Path,Emotion
0,0,AF01ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF01ANS.JPG,Anger
1,1,AF02ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF02ANS.JPG,Anger
2,2,AF03ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF03ANS.JPG,Anger
3,3,AF04ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF04ANS.JPG,Anger
4,4,AF05ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF05ANS.JPG,Anger
5,5,AF06ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF06ANS.JPG,Anger
6,6,AF07ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF07ANS.JPG,Anger
7,7,AF08ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF08ANS.JPG,Anger
8,8,AF09ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF09ANS.JPG,Anger
9,9,AF10ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF10ANS.JPG,Anger
10,10,AF11ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF11ANS.JPG,Anger
11,11,AF12ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF12ANS.JPG,Anger
12,12,AF13ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF13ANS.JPG,Anger
13,13,AF14ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF14ANS.JPG,Anger
14,14,AF15ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF15ANS.JPG,Anger
15,15,AF16ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF16ANS.JPG,Anger
16,16,AF17ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF17ANS.JPG,Anger
17,17,AF18ANS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Anger/AF18ANS.JPG,Anger
