,Unnamed: 0,Filename,Path,Emotion
418,418,AF01SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF01SUS.JPG,Surprise
419,419,AF02SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF02SUS.JPG,Surprise
420,420,AF03SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF03SUS.JPG,Surprise
421,421,AF04SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF04SUS.JPG,Surprise
422,422,AF05SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF05SUS.JPG,Surprise
423,423,AF06SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF06SUS.JPG,Surprise
424,424,AF07SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF07SUS.JPG,Surprise
425,425,AF08SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF08SUS.JPG,Surprise
426,426,AF09SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF09SUS.JPG,Surprise
427,427,AF10SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF10SUS.JPG,Surprise
428,428,AF11SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF11SUS.JPG,Surprise
429,429,AF12SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF12SUS.JPG,Surprise
430,430,AF13SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF13SUS.JPG,Surprise
431,431,AF14SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF14SUS.JPG,Surprise
432,432,AF15SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF15SUS.JPG,Surprise
433,433,AF16SUS.JPG,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\KDEF_and_AKDEF\KDEF_main/Surprise/AF16SUS.JPG,Surprise
